ORDER_ID,ID,GIFT_CARD,GRAMS,NAME,PRICE,QUANTITY,SKU,TAXABLE,TITLE,TOTAL_DISCOUNT,PRE_TAX_PRICE,HAS_MESSAGE
5577056269,9986953997,FALSE,51,Willow Tree - Green,13.000000,1,LP1025,TRUE,Willow Tree,0.000000,,0
202233085978,418357837850,FALSE,54,Beach Day,13.000000,1,LP1532,TRUE,Beach Day,3.000000,10.00,0
3558549249,6279978305,FALSE,28,Shopping Time - Blue,10.000000,1,LS-SHOPPING-BL,TRUE,Shopping Time,0.000000,,1
5715971213,10249048781,FALSE,40,The Beatles Abbey Road,15.000000,1,LP1554,TRUE,The Beatles Abbey Road,0.000000,,0
3440275713,6061635393,FALSE,40,Money Tree,13.000000,2,FL-MONEYTRE-GR,TRUE,Money Tree,0.000000,,0
5527355725,9899369805,FALSE,54,Love Turtle,13.000000,1,LP1106,TRUE,Love Turtle,0.000000,,0
210713215002,434517803034,FALSE,34,Weirwood Tree,15.000000,1,LP1672,TRUE,Weirwood Tree,0.000000,15.00,0
3798724545,6755039873,FALSE,40,Horses Running - Green,13.000000,1,AN-HORSES-GR,TRUE,Horses Running,0.000000,,0
5524921293,9895351565,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,0.000000,,0
76396199962,147447382042,FALSE,62,Willow Love Scene,15.000000,1,LP0396,TRUE,Willow Love Scene,0.000000,15.00,0
4843675597,8665958541,FALSE,59,Groovy Yellow Submarine,13.000000,1,LP1259,TRUE,Groovy Yellow Submarine,0.000000,,0
5686761549,10198434253,FALSE,40,The Beatles Abbey Road,15.000000,1,LP1554,TRUE,The Beatles Abbey Road,0.000000,,0
186780221466,387503947802,FALSE,91,Christmas Poinsettia,13.000000,1,LP1212,TRUE,Christmas Poinsettia,3.000000,10.00,0
5445448909,9757566669,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,0.000000,,0
102313984026,196723736602,FALSE,102,The Beatlemania Pack,40.000000,1,PA1604,TRUE,The Beatlemania Pack,0.000000,40.00,0
3970684609,7091541569,FALSE,34,Flower Bear,13.000000,1,SE-FLOBEAR-PI,TRUE,Flower Bear,0.000000,,0
118205644826,226474393626,FALSE,45,Robert's Sports Car,13.000000,1,LP1115,TRUE,Robert's Sports Car,0.000000,13.00,0
5558677965,9953181197,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,0.000000,,1
2773424705,4842899905,FALSE,54,Wedding Day,8.000000,1,WD-WEDDAY-PIMF,TRUE,Wedding Day,0.000000,,0
5468246861,9798770061,FALSE,54,Cat Mom,13.000000,1,LP1153,TRUE,Cat Mom,0.000000,,0
69734137882,134796509210,FALSE,62,Willow Love Scene,15.000000,1,LP0396,TRUE,Willow Love Scene,0.000000,,0
2503550785,4291097793,FALSE,23,Lovers in a Dogwood Tree Pink - Pink,8.000000,1,LV-DOGWOOD-PI,TRUE,Lovers in a Dogwood Tree Pink,0.000000,,0
171803017242,354055028762,FALSE,91,Manger Scene,13.000000,1,LP1208,TRUE,Manger Scene,0.000000,13.00,0
5016455053,8954996237,FALSE,28,Lovers in a Dogwood Tree Gray,13.000000,1,LP1195,TRUE,Lovers in a Dogwood Tree Gray,0.000000,,0
5636427149,10096482125,FALSE,40,The Beatles Yellow Submarine,15.000000,1,LP1553,TRUE,The Beatles Yellow Submarine,0.000000,,0
191981256730,398401241114,FALSE,34,Reindeer,13.000000,1,LP1575,TRUE,Reindeer,0.000000,13.00,0
5053213709,9026378509,FALSE,40,Floral Bouquet Blue,13.000000,1,LP1004,TRUE,Floral Bouquet Blue,0.000000,,0
5382989133,9644257165,FALSE,28,Dogwood Tree - Green,10.000000,1,LP1220,TRUE,Dogwood Tree,0.000000,,0
125379870746,240370745370,FALSE,45,Haunted House - Purple,13.000000,1,LP1067,TRUE,Haunted House,0.000000,13.00,0
3516973569,6200940033,FALSE,28,Lovers in a Dogwood Tree Gray,10.000000,1,LV-DOGWOOD-GY,TRUE,Lovers in a Dogwood Tree Gray,0.000000,,0
28818047002,54724231194,FALSE,28,Flower Garden - Purple,10.000000,1,LP1038,TRUE,Flower Garden,0.000000,,0
4973161357,8877498317,FALSE,79,Springtime Picnic,15.000000,1,LP1166,TRUE,Springtime Picnic,0.000000,,0
105819144218,203072012314,FALSE,54,Cat Mom,13.000000,1,LP1153,TRUE,Cat Mom,0.000000,13.00,0
143910731802,276164968474,FALSE,45,Rose Bouquet,13.000000,1,LP1065,TRUE,Rose Bouquet,3.000000,10.00,0
4924487885,8813983629,FALSE,82,Swans,10.000000,1,LP1105,TRUE,Swans,0.000000,,0
